path,bytes,sha256,role
experiments/E3_break_design/vendor/e1_v1/data/compact/19A_training_window.csv,5011,33dfc5cb97a369542a7856c99f093688276d19b4ddb8d439270786818692d91a,experiment code or documentation
experiments/E3_break_design/vendor/e1_v1/data/compact/BT2_training_window.csv,3990,db72d040b8bdef03f0c6cf0345038fc722cebc36b6600c35275e800ebc7e6d46,experiment code or documentation
experiments/E3_break_design/vendor/e1_v1/data/compact/rpia_metadata.json,420,537feb8e3f8b8b8982ae92f4492af159a1a34e0bbbac3593b8a9d801c729b2c8,experiment code or documentation
experiments/E3_break_design/vendor/e1_v1/reference/expected_summary.json,6861,9ecc0afdbc5fdcc04910d46597f217af8b1e9d62811774d5ce993066f5b6d55b,experiment code or documentation
experiments/E3_break_design/vendor/e1_v1/src/e1_analysis.py,65337,c5ada1583b454d05cd38ff28d1dfce73078e27ae2394ce761e9c86b0fc2d331b,experiment code or documentation
experiments/E3_break_design/vendor/e1_v1/vendor/rpia_v1/LICENSE,615,70fc998c369e385f26951fca682c31aa45ed171f577f62742882792a03eff4c9,experiment code or documentation
experiments/E3_break_design/vendor/e1_v1/vendor/rpia_v1/SOURCE_SHA256SUMS.txt,94,96dbce77d6a23a12eac6a172009e4ce9d2697f0587d6eda670e122e7be1a12fd,experiment code or documentation
experiments/E3_break_design/vendor/e1_v1/vendor/rpia_v1/rpia_core.py,10150,b41a6ec9471ffccb03d586cb8c8c1231a937a909e72f3aeb9434b03b2d1ab80a,experiment code or documentation
experiments/E4_nonlinear_ridge_audit/README.md,3077,9e87aacec958bff270cea45c0f09d6bd47dde31352ce028beb055c3f6fb08f26,experiment code or documentation
experiments/E4_nonlinear_ridge_audit/REPORT.md,10000,a10051a7476238fb60039cae5eb12e471ef56bf9f52cde98eaa63571bc3149c4,experiment code or documentation
experiments/E4_nonlinear_ridge_audit/multistart_audit.py,20182,85de284807790467ef6a76e960075ca0688f6f0c4539cf415098c42e8d23b058,experiment code or documentation
experiments/E4_nonlinear_ridge_audit/recompute_multistart_pointwise.py,2527,b4336f5198d04804703bc57b423dbc971494ec235f4ae24b7b6c2a314d5f18c1,experiment code or documentation
experiments/E4_nonlinear_ridge_audit/refine_shared_supported.py,5500,f0f2b7597616fb46a2df720a11fa539e107ac65277e11430ec71060288373e1d,experiment code or documentation
experiments/E4_nonlinear_ridge_audit/requirements.txt,75,7de358fba489fd4ce4127ab7b2099376d38f7495ad7d59f7b3d18de997b15c8d,experiment code or documentation
experiments/E4_nonlinear_ridge_audit/results/figures/Fig_nonlinear_ridge_robustness.pdf,31971,bfb2257d0e2f0dd69962dd39f79b8f947aa262b8925151ecb9a28aac22115b4c,reported result
experiments/E4_nonlinear_ridge_audit/results/figures/Fig_nonlinear_ridge_robustness.png,477097,b784cf56085c06dc411ca1132aa8c705bca227126a40261fb4e2b4e5dfcd5815,reported result
experiments/E4_nonlinear_ridge_audit/results/finite_difference_stability.csv,589,d69d3262688be09d9bea3bb4ea0f44bb315052deefb76e25fef679c3b7481c00,reported result
experiments/E4_nonlinear_ridge_audit/results/multistart_best_profiles.csv,94577,ae0cc1449099e1f133f5d19eb5446b06072ec5c8fa5f1c960dfcfd48beb47aa5,reported result
experiments/E4_nonlinear_ridge_audit/results/multistart_pointwise_information.csv,22620,7c596353e22831cdf1b52dfef23cb794bb849c93ce9a41d7a39c52500023c051,reported result
experiments/E4_nonlinear_ridge_audit/results/multistart_pointwise_summary.json,523,df9e106df9e7853f4191c6dddd01acf83dfe337b8e235d0fd9b64a37b1dbf05b,reported result
experiments/E4_nonlinear_ridge_audit/results/multistart_runs.csv,499878,e3974565b2ee5567653b77f9731f65987a3b93d0eaae53b590c836e623f65483,reported result
experiments/E4_nonlinear_ridge_audit/results/multistart_summary.json,11572,b224c33acf86a0768b3a17be3a287fe952676e7bd7f690676998a6efaaa7ed13,reported result
experiments/E4_nonlinear_ridge_audit/results/nonlinear_MAP_profiles.csv,57072,a616cfd8fe7f746702c303a95a25299a5d1cb5f47dee86fdbf9cc4649137b996,reported result
experiments/E4_nonlinear_ridge_audit/results/pointwise_efficient_information.csv,33785,adc564eb2a38ea50392b217b2aed8ccc6daad44dc70f8c7f9265801dbbbc83b7,reported result
experiments/E4_nonlinear_ridge_audit/results/shared_dense_crossings.csv,799,84bad1230ab739a2761be55a349712ec28e8986f349cdeb49525f8921890394b,reported result
experiments/E4_nonlinear_ridge_audit/results/shared_dense_profile_widths.csv,261,58722bd3404de298ec9564f44aa627ba68212249f6f41e92778d55ac1eb5f46e,reported result
experiments/E4_nonlinear_ridge_audit/results/shared_refined_pointwise_information.csv,14807,fce3bc14e1096627e455969468fa6bdce5d7e16a6ca7729df480d12d06882de2,reported result
experiments/E4_nonlinear_ridge_audit/results/shared_refined_summary.json,1680,4f8fae727cb2f9f61eb1cd4dfcb00ad5b9787e71ebf6fe461fed3fc0feb99699,reported result
experiments/E4_nonlinear_ridge_audit/results/shared_refined_supported_profile.csv,19950,940606d664cf9bab61eb168bd139ad73a451966cebc54ad103f38cb681ff5f8d,reported result
experiments/E4_nonlinear_ridge_audit/results/summary.json,24683,9c5b4efa80f688212c6661d55b6461cc4f7b62f953766d988f4b31ffa8390fd4,reported result
experiments/E4_nonlinear_ridge_audit/results/verification.json,3487,e950379f57c9184f0a10fd097f4c8d29dd00eca4d658a806581d814417f73980,reported result
experiments/E4_nonlinear_ridge_audit/run_nonlinear_ridge.py,35560,b4c55e05081510f3807a0538788a5837f557509a4701013be05a8837f4d6d06d,experiment code or documentation
experiments/E4_nonlinear_ridge_audit/synchronize_outputs.py,3559,0de8214f5a70f930570f8425e1063e99e5aa0423ad54cbf840d86637be9bb808,experiment code or documentation
experiments/E4_nonlinear_ridge_audit/verify.py,12359,6d5cdda0e34dd5a95bd1244903274f4a6d0190dacd3f0757fba1086b535c0da8,experiment code or documentation
experiments/E5_prior_scale_audit/README.md,3900,364576655346044bb23630e6f9fb3eaa8df25d1190fc3a5860a95d05e430c269,experiment code or documentation
experiments/E5_prior_scale_audit/requirements.txt,89,1b8965b42ef8512efca15e966c9de2c97d5599043156857895da564866c9b3b5,experiment code or documentation
experiments/E5_prior_scale_audit/results/REPORT.md,7405,6149c76634662cae747e52cb317911d711a9802f6b135b04eb192c459da754f2,reported result
experiments/E5_prior_scale_audit/results/figures/Fig_combined_prior_scale_audit.pdf,33212,a3b4afd0a175df0c3bb5bfbb14274ff6f5f6183fe5c74ed9ffbf9d2042cb2a61,reported result
experiments/E5_prior_scale_audit/results/figures/Fig_combined_prior_scale_audit.png,483920,a306b7cff8f027a8485f83544dcd76d5497783b734000ad12298b7b4295cb47d,reported result
experiments/E5_prior_scale_audit/results/figures/Fig_prior_scale_sensitivity.pdf,35361,d4b30ebebb99d6ce7cb6476eda6a1fa898e8b255324fb0a17aaaaeb5eeaab599,reported result
experiments/E5_prior_scale_audit/results/figures/Fig_prior_scale_sensitivity.png,415423,278c8d5be7e809a517a699669927b5e9ee6a5a4b7c41ed2f1e8f1e654f2ac71b,reported result
experiments/E5_prior_scale_audit/results/figures/Fig_static_prior_scale_sensitivity.pdf,37662,3fe25627e05803ef995a2b1d94a3d9489c3d7e343c9b734a9133633e13c8dbad,reported result
experiments/E5_prior_scale_audit/results/figures/Fig_static_prior_scale_sensitivity.png,490065,56d48c4c1d3718a8dc41baba5da1e6df71db3c84878cb017282790f221755886,reported result
experiments/E5_prior_scale_audit/results/summary.json,13164,08086536da50ed51e72e48d33265228330c84a3b0e2fc871ab7da399da92bdb2,reported result
experiments/E5_prior_scale_audit/results/tables/prior_scale_definitions.csv,1185,cd5cc5dcaaae0d603cbe16fb66d6755bb57d496825f82139e959efc1c11c53b0,reported result
experiments/E5_prior_scale_audit/results/tables/prior_scale_design_reoptimization.csv,15042,ba8401265ae0091d767ab24e21c488da93009f7d1b5b96c3743a462950bb3841,reported result
experiments/E5_prior_scale_audit/results/tables/prior_scale_group_sweep.csv,18397,f6400ef9f80949c31c94f5f1809dbcb5c3fc3efadf764dbd6c2c592e28ca0149,reported result
experiments/E5_prior_scale_audit/results/tables/prior_scale_one_at_a_time.csv,20054,a8189f967770894dee03aeb48e157f6d56e02edf137c44c87d81a0d7a360cfec,reported result
experiments/E5_prior_scale_audit/results/tables/prior_scale_structural_context.csv,2666,32dd12a75198b70e02b6e292f65e1e6e6605d842be0e850d6fd267ff49c52fb0,reported result
experiments/E5_prior_scale_audit/results/tables/static_prior_scale_definitions.csv,1383,e92cbbd396c6566fe07e2586ab1e41d201a12d42cd1030d68257c1c79a50a4b2,reported result
experiments/E5_prior_scale_audit/results/tables/static_prior_scale_design_reoptimization.csv,18795,0c607285f0f286b207dfd9c2f79c8a08ba591bd09e453db417fa2348dfa23574,reported result
experiments/E5_prior_scale_audit/results/tables/static_prior_scale_group_sweep.csv,26311,6335e33e13c12e508214277c46db12fcab61c84ea3141981e32f7f3aee1bae68,reported result
experiments/E5_prior_scale_audit/results/tables/static_prior_scale_one_at_a_time.csv,26673,615c326f0b5f209f34acd518ef701b064cf66c0d62635957a62828694c6ab1f7,reported result
experiments/E5_prior_scale_audit/results/verification/verification.json,5721,db218ebc7bbdfbde32448889eb0931628ba98b681e7ec92002cb70c52dad58a5,reported result
experiments/E5_prior_scale_audit/results/verification/verification.md,3186,72b8e951e99f37d1f8728f80f559cb7f05af882b0ff6d04db9964811dd37be25,reported result
experiments/E5_prior_scale_audit/scripts/run_prior_scale_sweep.py,61106,ffeeb89cc68f7504f00e7308227b539630f4b24c76d6bb42ab501bd229de1bac,experiment code or documentation
experiments/E5_prior_scale_audit/scripts/verify_prior_scale_sweep.py,12755,01226c3102271cc4c544edeb59c77cd54696b8ce1a4b21f47d476b549f703703,experiment code or documentation
requirements.txt,89,1b8965b42ef8512efca15e966c9de2c97d5599043156857895da564866c9b3b5,repository metadata or driver
scripts/freeze_package.py,2181,690c485e516017553555dba11ef76b1870847d6720b62664d40492433be5c528,repository metadata or driver
scripts/run_all.py,3558,3c9dc51e7d462a89b5e7ea99139372c46b858d2077a83463eecec473c9c7ef7e,repository metadata or driver
scripts/verify_frozen.py,2211,47c8420e2da4e1a39e6e213b7d37652c6c83d45bd3ba26672dbb301f12a637b3,repository metadata or driver
